,GHI,DHI,DNI,temp,wspd
2023-01-01 00:00:00,0.0,0.0,0.0,7.7,5.4
2023-01-01 01:00:00,0.0,0.0,0.0,7.3,5.0
2023-01-01 02:00:00,0.0,0.0,0.0,7.3,5.4
2023-01-01 03:00:00,0.0,0.0,0.0,8.0,6.5
2023-01-01 04:00:00,0.0,0.0,0.0,7.4,6.1
2023-01-01 05:00:00,0.0,0.0,0.0,8.6,5.4
2023-01-01 06:00:00,0.0,0.0,0.0,8.0,5.4
2023-01-01 07:00:00,0.0,0.0,0.0,7.2,6.5
2023-01-01 08:00:00,211.2,189.8,173.8,8.4,6.1
2023-01-01 09:00:00,539.9,421.8,431.8,11.2,4.7
2023-01-01 10:00:00,844.7,599.8,629.8,14.7,2.5
2023-01-01 11:00:00,1059.8,711.7,754.3,16.7,2.5
2023-01-01 12:00:00,1137.3,749.8,796.8,17.3,4.3
2023-01-01 13:00:00,1059.8,711.7,754.3,17.8,4.3
2023-01-01 14:00:00,844.7,599.8,629.8,18.1,4.3
2023-01-01 15:00:00,539.9,421.8,431.8,17.7,4.3
2023-01-01 16:00:00,211.2,189.8,173.8,15.7,2.9
2023-01-01 17:00:00,0.0,0.0,0.0,14.6,2.5
2023-01-01 18:00:00,0.0,0.0,0.0,12.8,4.0
2023-01-01 19:00:00,0.0,0.0,0.0,12.7,3.6
2023-01-01 20:00:00,0.0,0.0,0.0,11.7,4.3
2023-01-01 21:00:00,0.0,0.0,0.0,10.7,4.7
2023-01-01 22:00:00,0.0,0.0,0.0,10.0,5.4
2023-01-01 23:00:00,0.0,0.0,0.0,9.5,5.8
2023-01-02 00:00:00,0.0,0.0,0.0,9.9,6.1
2023-01-02 01:00:00,0.0,0.0,0.0,8.7,6.1
2023-01-02 02:00:00,0.0,0.0,0.0,9.1,6.5
2023-01-02 03:00:00,0.0,0.0,0.0,9.1,6.1
2023-01-02 04:00:00,0.0,0.0,0.0,8.1,5.4
2023-01-02 05:00:00,0.0,0.0,0.0,8.4,4.7
2023-01-02 06:00:00,0.0,0.0,0.0,8.0,4.7
2023-01-02 07:00:00,0.0,0.0,0.0,8.0,4.7
2023-01-02 08:00:00,249.3,183.0,533.8,7.9,5.4
2023-01-02 09:00:00,634.4,404.9,835.3,11.2,5.0
2023-01-02 10:00:00,991.4,575.2,1066.7,11.9,0.7
2023-01-02 11:00:00,1243.2,682.3,1212.1,11.6,3.6
2023-01-02 12:00:00,1333.9,718.8,1261.7,12.5,6.8
2023-01-02 13:00:00,1243.2,682.3,1212.1,13.0,5.0
2023-01-02 14:00:00,991.4,575.2,1066.7,13.2,3.6
2023-01-02 15:00:00,634.4,404.9,835.3,13.7,4.7
2023-01-02 16:00:00,249.3,183.0,533.8,12.6,2.9
2023-01-02 17:00:00,0.0,0.0,0.0,11.1,1.8
2023-01-02 18:00:00,0.0,0.0,0.0,10.5,0.4
2023-01-02 19:00:00,0.0,0.0,0.0,10.5,1.8
2023-01-02 20:00:00,0.0,0.0,0.0,11.2,1.1
2023-01-02 21:00:00,0.0,0.0,0.0,11.2,1.8
2023-01-02 22:00:00,0.0,0.0,0.0,11.1,1.8
2023-01-02 23:00:00,0.0,0.0,0.0,11.4,1.4
2023-01-03 00:00:00,0.0,0.0,0.0,11.5,2.2
2023-01-03 01:00:00,0.0,0.0,0.0,11.3,1.1
2023-01-03 02:00:00,0.0,0.0,0.0,11.3,1.1
2023-01-03 03:00:00,0.0,0.0,0.0,10.3,2.5
2023-01-03 04:00:00,0.0,0.0,0.0,9.8,2.5
2023-01-03 05:00:00,0.0,0.0,0.0,9.1,1.4
2023-01-03 06:00:00,0.0,0.0,0.0,7.9,1.1
2023-01-03 07:00:00,0.0,0.0,0.0,7.6,1.8
2023-01-03 08:00:00,240.4,188.7,413.1,7.8,2.5
2023-01-03 09:00:00,608.8,415.4,700.7,9.4,3.6
2023-01-03 10:00:00,950.2,589.5,921.3,11.5,2.2
2023-01-03 11:00:00,1190.9,698.9,1060.0,13.2,4.7
2023-01-03 12:00:00,1277.6,736.2,1107.3,14.7,5.8
2023-01-03 13:00:00,1190.9,698.9,1060.0,15.7,5.4
2023-01-03 14:00:00,950.2,589.5,921.3,15.7,7.2
2023-01-03 15:00:00,608.8,415.4,700.7,15.2,6.8
2023-01-03 16:00:00,240.4,188.7,413.1,14.5,4.0
2023-01-03 17:00:00,0.0,0.0,0.0,12.2,2.9
2023-01-03 18:00:00,0.0,0.0,0.0,11.1,4.0
2023-01-03 19:00:00,0.0,0.0,0.0,10.8,3.2
2023-01-03 20:00:00,0.0,0.0,0.0,10.1,4.3
2023-01-03 21:00:00,0.0,0.0,0.0,9.9,4.7
2023-01-03 22:00:00,0.0,0.0,0.0,9.2,5.0
2023-01-03 23:00:00,0.0,0.0,0.0,9.1,5.0
2023-01-04 00:00:00,0.0,0.0,0.0,8.9,4.0
2023-01-04 01:00:00,0.0,0.0,0.0,9.5,2.5
2023-01-04 02:00:00,0.0,0.0,0.0,6.7,2.9
2023-01-04 03:00:00,0.0,0.0,0.0,6.0,3.2
2023-01-04 04:00:00,0.0,0.0,0.0,5.7,3.2
2023-01-04 05:00:00,0.0,0.0,0.0,6.1,3.6
2023-01-04 06:00:00,0.0,0.0,0.0,6.3,2.5
2023-01-04 07:00:00,0.0,0.0,0.0,6.7,2.2
2023-01-04 08:00:00,263.0,182.8,633.5,6.9,3.6
2023-01-04 09:00:00,662.5,400.6,944.4,9.2,2.2
2023-01-04 10:00:00,1032.6,567.7,1182.9,10.6,1.4
2023-01-04 11:00:00,1293.5,672.8,1332.9,12.5,2.5
2023-01-04 12:00:00,1387.5,708.6,1384.0,14.0,4.7
2023-01-04 13:00:00,1293.5,672.8,1332.9,14.4,4.3
2023-01-04 14:00:00,1032.6,567.7,1182.9,14.9,5.0
2023-01-04 15:00:00,662.5,400.6,944.4,14.7,5.0
2023-01-04 16:00:00,263.0,182.8,633.5,14.0,2.5
2023-01-04 17:00:00,0.0,0.0,0.0,11.3,3.6
2023-01-04 18:00:00,0.0,0.0,0.0,10.2,4.3
2023-01-04 19:00:00,0.0,0.0,0.0,9.2,4.0
2023-01-04 20:00:00,0.0,0.0,0.0,8.9,4.7
2023-01-04 21:00:00,0.0,0.0,0.0,8.6,4.3
2023-01-04 22:00:00,0.0,0.0,0.0,8.5,2.9
2023-01-04 23:00:00,0.0,0.0,0.0,9.2,3.2
2023-01-05 00:00:00,0.0,0.0,0.0,7.9,2.9
2023-01-05 01:00:00,0.0,0.0,0.0,6.4,2.9
2023-01-05 02:00:00,0.0,0.0,0.0,5.2,2.9
2023-01-05 03:00:00,0.0,0.0,0.0,6.4,2.2
2023-01-05 04:00:00,0.0,0.0,0.0,7.1,4.0
2023-01-05 05:00:00,0.0,0.0,0.0,6.9,4.0
2023-01-05 06:00:00,0.0,0.0,0.0,5.2,4.3
2023-01-05 07:00:00,0.0,0.0,0.0,4.6,4.7
2023-01-05 08:00:00,239.3,194.3,351.7,5.4,4.0
2023-01-05 09:00:00,599.3,423.4,631.0,8.6,2.5
2023-01-05 10:00:00,932.7,599.3,845.2,10.6,2.9
2023-01-05 11:00:00,1167.7,709.8,979.9,11.9,4.7
2023-01-05 12:00:00,1252.3,747.5,1025.8,12.9,5.8
2023-01-05 13:00:00,1167.7,709.8,979.9,13.7,5.8
2023-01-05 14:00:00,932.7,599.3,845.2,14.1,5.0
2023-01-05 15:00:00,599.3,423.4,631.0,14.1,4.3
2023-01-05 16:00:00,239.3,194.3,351.7,13.5,3.2
2023-01-05 17:00:00,0.0,0.0,0.0,12.3,2.2
2023-01-05 18:00:00,0.0,0.0,0.0,10.7,1.8
2023-01-05 19:00:00,0.0,0.0,0.0,8.5,3.6
2023-01-05 20:00:00,0.0,0.0,0.0,8.2,4.0
2023-01-05 21:00:00,0.0,0.0,0.0,7.8,4.7
2023-01-05 22:00:00,0.0,0.0,0.0,7.7,4.3
2023-01-05 23:00:00,0.0,0.0,0.0,7.4,4.0
2023-01-06 00:00:00,0.0,0.0,0.0,9.2,4.0
2023-01-06 01:00:00,0.0,0.0,0.0,9.5,3.6
2023-01-06 02:00:00,0.0,0.0,0.0,9.2,3.6
2023-01-06 03:00:00,0.0,0.0,0.0,8.9,4.0
2023-01-06 04:00:00,0.0,0.0,0.0,8.8,3.6
2023-01-06 05:00:00,0.0,0.0,0.0,7.7,4.0
2023-01-06 06:00:00,0.0,0.0,0.0,7.5,3.6
2023-01-06 07:00:00,0.0,0.0,0.0,7.4,3.2
2023-01-06 08:00:00,247.0,195.2,400.5,7.0,3.6
2023-01-06 09:00:00,615.1,423.1,684.9,8.4,2.2
2023-01-06 10:00:00,955.7,597.9,903.1,10.1,1.8
2023-01-06 11:00:00,1195.7,707.8,1040.3,11.4,4.0
2023-01-06 12:00:00,1282.2,745.3,1087.1,12.3,4.7
2023-01-06 13:00:00,1195.7,707.8,1040.3,13.2,4.7
2023-01-06 14:00:00,955.7,597.9,903.1,13.7,5.0
2023-01-06 15:00:00,615.1,423.1,684.9,13.6,5.0
2023-01-06 16:00:00,247.0,195.2,400.5,13.0,4.7
2023-01-06 17:00:00,0.0,0.0,0.0,10.5,5.4
2023-01-06 18:00:00,0.0,0.0,0.0,8.9,2.5
2023-01-06 19:00:00,0.0,0.0,0.0,7.9,3.6
2023-01-06 20:00:00,0.0,0.0,0.0,7.4,3.2
2023-01-06 21:00:00,0.0,0.0,0.0,6.6,4.0
2023-01-06 22:00:00,0.0,0.0,0.0,5.2,4.7
2023-01-06 23:00:00,0.0,0.0,0.0,3.7,4.3
2023-01-07 00:00:00,0.0,0.0,0.0,3.3,4.3
2023-01-07 01:00:00,0.0,0.0,0.0,4.4,4.0
2023-01-07 02:00:00,0.0,0.0,0.0,4.7,4.0
2023-01-07 03:00:00,0.0,0.0,0.0,4.8,4.0
2023-01-07 04:00:00,0.0,0.0,0.0,4.6,4.0
2023-01-07 05:00:00,0.0,0.0,0.0,3.6,4.3
2023-01-07 06:00:00,0.0,0.0,0.0,3.3,4.0
2023-01-07 07:00:00,0.0,0.0,0.0,5.0,3.6
2023-01-07 08:00:00,271.4,189.6,624.3,4.7,3.2
2023-01-07 09:00:00,671.5,408.6,932.4,7.3,2.2
2023-01-07 10:00:00,1041.7,576.6,1168.7,9.8,1.4
2023-01-07 11:00:00,1302.5,682.2,1317.3,10.8,5.0
2023-01-07 12:00:00,1396.4,718.2,1368.0,11.6,4.0
2023-01-07 13:00:00,1302.5,682.2,1317.3,12.9,6.5
2023-01-07 14:00:00,1041.7,576.6,1168.7,13.5,9.4
2023-01-07 15:00:00,671.5,408.6,932.4,13.6,13.3
2023-01-07 16:00:00,271.4,189.6,624.3,12.9,10.8
2023-01-07 17:00:00,0.0,0.0,0.0,10.7,4.3
2023-01-07 18:00:00,0.0,0.0,0.0,9.2,4.3
2023-01-07 19:00:00,0.0,0.0,0.0,9.7,6.8
2023-01-07 20:00:00,0.0,0.0,0.0,10.5,8.3
2023-01-07 21:00:00,0.0,0.0,0.0,11.1,9.7
2023-01-07 22:00:00,0.0,0.0,0.0,11.4,10.1
2023-01-07 23:00:00,0.0,0.0,0.0,11.1,11.9
2023-01-08 00:00:00,0.0,0.0,0.0,11.4,13.0
2023-01-08 01:00:00,0.0,0.0,0.0,11.3,14.4
2023-01-08 02:00:00,0.0,0.0,0.0,11.7,16.6
2023-01-08 03:00:00,0.0,0.0,0.0,11.9,18.4
2023-01-08 04:00:00,0.0,0.0,0.0,12.2,19.1
2023-01-08 05:00:00,0.0,0.0,0.0,12.4,18.4
2023-01-08 06:00:00,0.0,0.0,0.0,12.4,17.6
2023-01-08 07:00:00,0.0,0.0,0.0,12.2,16.6
2023-01-08 08:00:00,284.3,187.3,732.1,12.4,15.8
2023-01-08 09:00:00,699.0,401.1,1050.0,12.7,17.3
2023-01-08 10:00:00,1082.5,565.1,1294.0,13.4,19.1
2023-01-08 11:00:00,1352.5,668.2,1447.4,13.9,19.4
2023-01-08 12:00:00,1449.8,703.4,1499.7,14.4,18.7
2023-01-08 13:00:00,1352.5,668.2,1447.4,13.7,19.4
2023-01-08 14:00:00,1082.5,565.1,1294.0,14.4,20.9
2023-01-08 15:00:00,699.0,401.1,1050.0,14.9,19.1
2023-01-08 16:00:00,284.3,187.3,732.1,14.7,20.5
2023-01-08 17:00:00,0.0,0.0,0.0,13.8,18.7
2023-01-08 18:00:00,0.0,0.0,0.0,13.3,19.8
2023-01-08 19:00:00,0.0,0.0,0.0,13.4,18.7
2023-01-08 20:00:00,0.0,0.0,0.0,13.3,19.8
2023-01-08 21:00:00,0.0,0.0,0.0,13.0,17.3
2023-01-08 22:00:00,0.0,0.0,0.0,13.2,18.7
2023-01-08 23:00:00,0.0,0.0,0.0,12.9,19.4
2023-01-09 00:00:00,0.0,0.0,0.0,12.7,19.4
2023-01-09 01:00:00,0.0,0.0,0.0,12.6,17.6
2023-01-09 02:00:00,0.0,0.0,0.0,12.3,15.5
2023-01-09 03:00:00,0.0,0.0,0.0,12.4,15.8
2023-01-09 04:00:00,0.0,0.0,0.0,12.6,16.6
2023-01-09 05:00:00,0.0,0.0,0.0,12.3,15.5
2023-01-09 06:00:00,0.0,0.0,0.0,12.3,16.2
2023-01-09 07:00:00,0.0,0.0,0.0,12.4,15.1
2023-01-09 08:00:00,254.9,203.1,386.3,12.5,15.5
2023-01-09 09:00:00,622.6,432.1,667.0,12.8,16.6
2023-01-09 10:00:00,962.4,607.9,882.4,12.9,14.4
2023-01-09 11:00:00,1201.7,718.4,1017.8,13.6,16.6
2023-01-09 12:00:00,1287.8,756.0,1064.0,14.3,14.8
2023-01-09 13:00:00,1201.7,718.4,1017.8,15.0,14.8
2023-01-09 14:00:00,962.4,607.9,882.4,14.6,14.4
2023-01-09 15:00:00,622.6,432.1,667.0,14.5,13.7
2023-01-09 16:00:00,254.9,203.1,386.3,14.1,11.2
2023-01-09 17:00:00,0.0,0.0,0.0,13.2,7.2
2023-01-09 18:00:00,0.0,0.0,0.0,12.5,7.9
2023-01-09 19:00:00,0.0,0.0,0.0,12.2,8.3
2023-01-09 20:00:00,0.0,0.0,0.0,11.9,7.2
2023-01-09 21:00:00,0.0,0.0,0.0,11.6,5.4
2023-01-09 22:00:00,0.0,0.0,0.0,11.4,4.7
2023-01-09 23:00:00,0.0,0.0,0.0,11.0,4.7
2023-01-10 00:00:00,0.0,0.0,0.0,10.7,3.6
2023-01-10 01:00:00,0.0,0.0,0.0,11.3,3.6
2023-01-10 02:00:00,0.0,0.0,0.0,11.3,2.9
2023-01-10 03:00:00,0.0,0.0,0.0,10.4,3.6
2023-01-10 04:00:00,0.0,0.0,0.0,10.1,2.9
2023-01-10 05:00:00,0.0,0.0,0.0,10.7,1.4
2023-01-10 06:00:00,0.0,0.0,0.0,9.9,2.5
2023-01-10 07:00:00,0.0,0.0,0.0,10.0,2.5
2023-01-10 08:00:00,271.0,201.9,508.5,9.6,2.2
2023-01-10 09:00:00,657.4,426.7,802.1,10.4,1.4
2023-01-10 10:00:00,1014.3,599.3,1027.5,11.3,1.1
2023-01-10 11:00:00,1265.5,707.8,1169.1,12.3,2.9
2023-01-10 12:00:00,1355.9,744.8,1217.5,13.3,3.6
2023-01-10 13:00:00,1265.5,707.8,1169.1,13.9,5.0
2023-01-10 14:00:00,1014.3,599.3,1027.5,14.5,6.1
2023-01-10 15:00:00,657.4,426.7,802.1,14.3,6.8
2023-01-10 16:00:00,271.0,201.9,508.5,14.0,5.0
2023-01-10 17:00:00,0.0,0.0,0.0,11.5,6.5
2023-01-10 18:00:00,0.0,0.0,0.0,11.7,4.7
2023-01-10 19:00:00,0.0,0.0,0.0,9.0,4.3
2023-01-10 20:00:00,0.0,0.0,0.0,9.2,5.0
2023-01-10 21:00:00,0.0,0.0,0.0,9.0,5.8
2023-01-10 22:00:00,0.0,0.0,0.0,8.5,6.8
2023-01-10 23:00:00,0.0,0.0,0.0,7.9,7.2
2023-01-11 00:00:00,0.0,0.0,0.0,9.1,7.2
2023-01-11 01:00:00,0.0,0.0,0.0,9.3,5.8
2023-01-11 02:00:00,0.0,0.0,0.0,7.7,6.8
2023-01-11 03:00:00,0.0,0.0,0.0,6.7,5.4
2023-01-11 04:00:00,0.0,0.0,0.0,7.9,4.0
2023-01-11 05:00:00,0.0,0.0,0.0,8.0,4.7
2023-01-11 06:00:00,0.0,0.0,0.0,7.8,3.2
2023-01-11 07:00:00,0.0,0.0,0.0,7.5,2.5
2023-01-11 08:00:00,292.6,197.0,693.5,7.5,4.0
2023-01-11 09:00:00,704.8,413.6,1005.3,8.4,4.7
2023-01-11 10:00:00,1085.3,579.9,1244.6,10.2,4.0
2023-01-11 11:00:00,1352.9,684.4,1395.0,11.4,8.3
2023-01-11 12:00:00,1449.3,720.0,1446.3,12.1,7.6
2023-01-11 13:00:00,1352.9,684.4,1395.0,12.9,7.6
2023-01-11 14:00:00,1085.3,579.9,1244.6,13.4,6.1
2023-01-11 15:00:00,704.8,413.6,1005.3,13.3,7.9
2023-01-11 16:00:00,292.6,197.0,693.5,12.5,8.3
2023-01-11 17:00:00,0.0,0.0,0.0,11.4,6.1
2023-01-11 18:00:00,0.0,0.0,0.0,11.0,4.3
2023-01-11 19:00:00,0.0,0.0,0.0,10.9,4.0
2023-01-11 20:00:00,0.0,0.0,0.0,11.0,6.1
2023-01-11 21:00:00,0.0,0.0,0.0,10.7,6.5
2023-01-11 22:00:00,0.0,0.0,0.0,9.7,8.6
2023-01-11 23:00:00,0.0,0.0,0.0,9.6,9.7
2023-01-12 00:00:00,0.0,0.0,0.0,10.1,11.5
2023-01-12 01:00:00,0.0,0.0,0.0,10.4,11.2
2023-01-12 02:00:00,0.0,0.0,0.0,8.1,7.6
2023-01-12 03:00:00,0.0,0.0,0.0,6.2,7.9
2023-01-12 04:00:00,0.0,0.0,0.0,5.6,9.0
2023-01-12 05:00:00,0.0,0.0,0.0,6.0,7.2
2023-01-12 06:00:00,0.0,0.0,0.0,5.0,6.1
2023-01-12 07:00:00,0.0,0.0,0.0,5.4,7.9
2023-01-12 08:00:00,303.0,196.6,760.4,5.7,10.4
2023-01-12 09:00:00,724.6,410.1,1077.7,7.6,10.8
2023-01-12 10:00:00,1113.4,573.8,1321.2,10.3,7.6
2023-01-12 11:00:00,1386.9,676.8,1474.3,11.8,5.8
2023-01-12 12:00:00,1485.3,711.9,1526.5,12.6,7.2
2023-01-12 13:00:00,1386.9,676.8,1474.3,13.9,6.5
2023-01-12 14:00:00,1113.4,573.8,1321.2,14.2,9.4
2023-01-12 15:00:00,724.6,410.1,1077.7,14.3,9.7
2023-01-12 16:00:00,303.0,196.6,760.4,14.2,7.2
2023-01-12 17:00:00,0.0,0.0,0.0,11.4,6.8
2023-01-12 18:00:00,0.0,0.0,0.0,10.1,6.5
2023-01-12 19:00:00,0.0,0.0,0.0,9.0,4.7
2023-01-12 20:00:00,0.0,0.0,0.0,8.6,5.0
2023-01-12 21:00:00,0.0,0.0,0.0,7.9,6.1
2023-01-12 22:00:00,0.0,0.0,0.0,7.4,5.8
2023-01-12 23:00:00,0.0,0.0,0.0,6.7,5.4
2023-01-13 00:00:00,0.0,0.0,0.0,6.5,5.4
2023-01-13 01:00:00,0.0,0.0,0.0,6.3,6.5
2023-01-13 02:00:00,0.0,0.0,0.0,5.6,6.1
2023-01-13 03:00:00,0.0,0.0,0.0,6.0,5.8
2023-01-13 04:00:00,0.0,0.0,0.0,6.7,4.7
2023-01-13 05:00:00,0.0,0.0,0.0,6.2,4.7
2023-01-13 06:00:00,0.0,0.0,0.0,7.1,4.0
2023-01-13 07:00:00,0.0,0.0,0.0,5.3,5.4
2023-01-13 08:00:00,325.2,188.6,961.8,6.1,3.6
2023-01-13 09:00:00,771.9,390.7,1296.3,8.8,2.2
2023-01-13 10:00:00,1183.6,545.7,1553.1,10.6,3.6
2023-01-13 11:00:00,1473.1,643.1,1714.4,11.8,4.7
2023-01-13 12:00:00,1577.2,676.4,1769.5,12.6,5.4
2023-01-13 13:00:00,1473.1,643.1,1714.4,13.3,6.5
2023-01-13 14:00:00,1183.6,545.7,1553.1,13.4,7.6
2023-01-13 15:00:00,771.9,390.7,1296.3,13.7,6.5
2023-01-13 16:00:00,325.2,188.6,961.8,13.1,7.2
2023-01-13 17:00:00,0.0,0.0,0.0,11.2,5.8
2023-01-13 18:00:00,0.0,0.0,0.0,10.4,6.8
2023-01-13 19:00:00,0.0,0.0,0.0,8.4,5.8
2023-01-13 20:00:00,0.0,0.0,0.0,7.0,6.8
2023-01-13 21:00:00,0.0,0.0,0.0,6.9,4.3
2023-01-13 22:00:00,0.0,0.0,0.0,8.7,3.6
2023-01-13 23:00:00,0.0,0.0,0.0,8.6,5.0
2023-01-14 00:00:00,0.0,0.0,0.0,8.2,5.0
2023-01-14 01:00:00,0.0,0.0,0.0,7.1,7.2
2023-01-14 02:00:00,0.0,0.0,0.0,6.5,6.1
2023-01-14 03:00:00,0.0,0.0,0.0,6.3,6.1
2023-01-14 04:00:00,0.0,0.0,0.0,6.3,6.5
2023-01-14 05:00:00,0.0,0.0,0.0,6.1,6.1
2023-01-14 06:00:00,0.0,0.0,0.0,4.9,8.6
2023-01-14 07:00:00,0.0,0.0,0.0,3.6,8.3
2023-01-14 08:00:00,332.7,189.9,991.2,4.5,6.5
2023-01-14 09:00:00,783.8,390.4,1327.2,8.3,7.2
2023-01-14 10:00:00,1199.2,544.3,1585.1,12.2,4.3
2023-01-14 11:00:00,1491.3,641.0,1747.2,13.7,7.6
2023-01-14 12:00:00,1596.3,674.0,1802.5,13.7,7.6
2023-01-14 13:00:00,1491.3,641.0,1747.2,14.4,5.8
2023-01-14 14:00:00,1199.2,544.3,1585.1,14.9,6.5
2023-01-14 15:00:00,783.8,390.4,1327.2,14.6,6.1
2023-01-14 16:00:00,332.7,189.9,991.2,14.0,5.0
2023-01-14 17:00:00,0.0,0.0,0.0,11.5,7.9
2023-01-14 18:00:00,0.0,0.0,0.0,11.3,4.0
2023-01-14 19:00:00,0.0,0.0,0.0,8.5,5.0
2023-01-14 20:00:00,0.0,0.0,0.0,7.9,5.8
2023-01-14 21:00:00,0.0,0.0,0.0,7.6,5.8
2023-01-14 22:00:00,0.0,0.0,0.0,6.0,6.1
2023-01-14 23:00:00,0.0,0.0,0.0,5.5,7.2
2023-01-15 00:00:00,0.0,0.0,0.0,5.8,5.8
2023-01-15 01:00:00,0.0,0.0,0.0,5.8,4.3
2023-01-15 02:00:00,0.0,0.0,0.0,5.9,7.2
2023-01-15 03:00:00,0.0,0.0,0.0,5.6,7.6
2023-01-15 04:00:00,0.0,0.0,0.0,5.9,6.8
2023-01-15 05:00:00,0.0,0.0,0.0,6.4,6.1
2023-01-15 06:00:00,0.0,0.0,0.0,6.2,5.8
2023-01-15 07:00:00,0.0,0.0,0.0,5.6,5.4
2023-01-15 08:00:00,351.9,182.4,1157.9,6.4,4.0
2023-01-15 09:00:00,822.5,372.3,1506.7,9.0,3.2
2023-01-15 10:00:00,1255.8,518.0,1774.3,10.5,4.7
2023-01-15 11:00:00,1560.2,609.6,1942.6,11.4,9.7
2023-01-15 12:00:00,1669.6,640.9,2000.0,13.1,10.8
2023-01-15 13:00:00,1560.2,609.6,1942.6,13.6,14.8
2023-01-15 14:00:00,1255.8,518.0,1774.3,13.5,14.0
2023-01-15 15:00:00,822.5,372.3,1506.7,13.3,14.8
2023-01-15 16:00:00,351.9,182.4,1157.9,12.6,13.3
2023-01-15 17:00:00,0.0,0.0,0.0,11.4,10.8
2023-01-15 18:00:00,0.0,0.0,0.0,10.1,10.4
2023-01-15 19:00:00,0.0,0.0,0.0,9.7,10.1
2023-01-15 20:00:00,0.0,0.0,0.0,9.3,8.3
2023-01-15 21:00:00,0.0,0.0,0.0,9.1,10.4
2023-01-15 22:00:00,0.0,0.0,0.0,8.7,12.2
2023-01-15 23:00:00,0.0,0.0,0.0,8.4,9.7
2023-01-16 00:00:00,0.0,0.0,0.0,7.6,8.6
2023-01-16 01:00:00,0.0,0.0,0.0,6.5,9.7
2023-01-16 02:00:00,0.0,0.0,0.0,5.6,9.4
2023-01-16 03:00:00,0.0,0.0,0.0,4.8,9.7
2023-01-16 04:00:00,0.0,0.0,0.0,3.9,9.4
2023-01-16 05:00:00,0.0,0.0,0.0,3.7,10.8
2023-01-16 06:00:00,0.0,0.0,0.0,3.5,12.6
2023-01-16 07:00:00,0.0,0.0,0.0,3.7,12.6
2023-01-16 08:00:00,346.6,193.9,1027.0,4.1,13.3
2023-01-16 09:00:00,803.8,392.8,1364.0,6.3,14.4
2023-01-16 10:00:00,1224.4,545.5,1622.5,7.9,15.1
2023-01-16 11:00:00,1519.8,641.4,1785.1,8.8,21.2
2023-01-16 12:00:00,1626.0,674.2,1840.5,9.7,22.7
2023-01-16 13:00:00,1519.8,641.4,1785.1,10.5,25.2
2023-01-16 14:00:00,1224.4,545.5,1622.5,10.4,25.2
2023-01-16 15:00:00,803.8,392.8,1364.0,10.1,26.6
2023-01-16 16:00:00,346.6,193.9,1027.0,9.7,24.5
2023-01-16 17:00:00,0.0,0.0,0.0,9.6,23.0
2023-01-16 18:00:00,0.0,0.0,0.0,8.7,22.7
2023-01-16 19:00:00,0.0,0.0,0.0,9.1,24.5
2023-01-16 20:00:00,0.0,0.0,0.0,9.3,24.8
2023-01-16 21:00:00,0.0,0.0,0.0,9.5,24.5
2023-01-16 22:00:00,0.0,0.0,0.0,9.4,26.3
2023-01-16 23:00:00,0.0,0.0,0.0,9.2,27.0
2023-01-17 00:00:00,0.0,0.0,0.0,9.2,27.4
2023-01-17 01:00:00,0.0,0.0,0.0,9.0,28.1
2023-01-17 02:00:00,0.0,0.0,0.0,9.0,25.6
2023-01-17 03:00:00,0.0,0.0,0.0,9.0,26.3
2023-01-17 04:00:00,0.0,0.0,0.0,8.8,28.8
2023-01-17 05:00:00,0.0,0.0,0.0,9.1,29.9
2023-01-17 06:00:00,0.0,0.0,0.0,9.1,31.3
2023-01-17 07:00:00,0.0,0.0,0.0,9.1,31.3
2023-01-17 08:00:00,340.4,205.2,894.2,9.2,32.0
2023-01-17 09:00:00,783.2,412.8,1218.7,9.8,32.0
2023-01-17 10:00:00,1190.2,572.0,1467.7,10.6,31.7
2023-01-17 11:00:00,1476.0,672.1,1624.2,10.6,30.2
2023-01-17 12:00:00,1578.7,706.3,1677.6,11.3,31.7
2023-01-17 13:00:00,1476.0,672.1,1624.2,11.8,31.3
2023-01-17 14:00:00,1190.2,572.0,1467.7,12.2,34.6
2023-01-17 15:00:00,783.2,412.8,1218.7,11.8,31.3
2023-01-17 16:00:00,340.4,205.2,894.2,11.1,26.3
2023-01-17 17:00:00,0.0,0.0,0.0,10.2,22.7
2023-01-17 18:00:00,0.0,0.0,0.0,9.5,23.4
2023-01-17 19:00:00,0.0,0.0,0.0,9.7,24.1
2023-01-17 20:00:00,0.0,0.0,0.0,8.9,27.7
2023-01-17 21:00:00,0.0,0.0,0.0,7.7,24.5
2023-01-17 22:00:00,0.0,0.0,0.0,7.0,25.2
2023-01-17 23:00:00,0.0,0.0,0.0,6.2,24.8
2023-01-18 00:00:00,0.0,0.0,0.0,5.7,23.8
2023-01-18 01:00:00,0.0,0.0,0.0,5.0,24.5
2023-01-18 02:00:00,0.0,0.0,0.0,4.8,24.8
2023-01-18 03:00:00,0.0,0.0,0.0,4.2,24.5
2023-01-18 04:00:00,0.0,0.0,0.0,4.5,24.8
2023-01-18 05:00:00,0.0,0.0,0.0,3.9,23.4
2023-01-18 06:00:00,0.0,0.0,0.0,4.2,22.3
2023-01-18 07:00:00,0.0,0.0,0.0,3.9,21.2
2023-01-18 08:00:00,300.8,230.1,460.0,3.7,20.9
2023-01-18 09:00:00,686.6,459.4,741.1,4.4,22.3
